,text,type
5773,"Жудкое приложение, досихпор не оптимизированное и видео тупит в квадратах и вылитает постоянно",1
14190, Тест Comodo Internet Security Premium 12.3.0.8088 Beta 2024,0
15200,"ищу, как загрузить видео",2
10998,"1. Скорость загрузки ролика. 2. Нуждается в улучшении видимая структура канала, поиск неудобный сейчас.",1
7016,нет полной версии,1
5912,"нет перебора всех совпадений в названии ролика, дальше список заполняется рандомно",1
4314,Скорость регистрации,2
6890,"выдает все подряд, а не то что написано",1
12620,"Все нравится ,спасибо",3
3360,Завораживающе💗😍,3
13529,скорость работы ресурса,2
7890,"Улучшить поиск, добавить к нему фильтры.",1
6777,Всё нужно улучшить! ,1
2867,Скорость,0
5465,Идите на хуй,1
10134,постоянно виснет плеер,1
8735,НОРМ,2
12433,Мало рекламы. ,3
14699,"я люблю снимать в рутуб
",3
2820,Все,0
16515,дополнительно показывать результаты по ракетам и смайликам,1
15046,Дайте возможность ПОЛНОСТЬЮ СКРЫВАТЬ НЕКОТОРЫЕ КАНАЛЫ ИЗО ВСЕХ МЕСТ РУТУБА,1
1729,Быстро и понятно,3
3824,Не плохо. ,2
256,вам думать,0
7885,"добавить другой дизайн.
",1
12816,ШОУ ВОЛИ,0
14456,все,0
14772,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⬛⬜❤️❤️❤️❤️⬛🟪❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜👍⬜⬜⬜,3
3127,скорость,0
13503,Когда упал,0
7972,"Игнорируйте впн от запросов
Делая анализ активного перехода",1
14638,Сюже,0
3768,быстрота,3
13726,ррррррррррррррррррррррррррррррр,0
4217,Очень интересно,3
2386,Без заморочек.,3
7039,Говно,1
4271,👍,3
10374,Дурацкая система персонализации в MTS Home. Всё время слетает и требует подтверждения через компьютер.,1
15638,мне нравиться.,3
16288,Большие файлы долго грузятся....,1
9553,"Постоянно вылетает приложение с личного кабинета ,бесит ",1
5001,класс,3
2334,Скорость!,0
11587,есть фильмы без рекламы ,3
7838,"Пока не поняла, я здесь недавно",2
14588,вы    класные,3
955,Скорость,0
7132,Уволить текущих имбецилов--програмистов. и нанять компетентных,1
8706,точный поиск и без подсказок всяких,3
2456,Быстро,3
5397,хер знает,1
13300,просто и быстро  управлять загружаемыми файлами,3
9207,"Пожалуйста, добавьте в разлел ""категория"" - пункт ""история"". У много видео с воспоминаниями ветеранов, обычно ставлю категория ""интервью"""" или ""сериал"". Вот ""история"" бы подошла",1
11997,"Что можно смотреть то, что не досмотрел ранее, именно с того места, где закончил просмотр",3
3221,быстро,3
14323,5,0
9350,На тв самопроизвольно выходит из профиля после закрытия приложения / выключению тв,1
16018,скорость модерации и загрузки,2
12256,Передача экстрасенсы ❤️,2
6269,"Сезоны и серии чтоб сразу видно было, а не короткие видео ",1
7663,"Почему каждый раз как только сворачиваешь видео, все откатывается в самое начало. Это ад",1
10759,Все висит постоянно ,1
4240,Лллл,0
9535,Логинить тв каждый день заново - это ТО нще удовольствие,1
11129,"Масштабирование видео, чтобы было без черных рамок и полос. Такого даже в ютубе нет!!",1
5396,ьт,0
15960,👍,3
9595,Не работает синхронизация ,1
15230,Долгий поиск,1
13178,Приток народа с Ютуба на Рутуб.,2
4766,Отлично,3
15111,Не нашла то что хотела 🤷‍♀️,1
1894,Быстро,3
14484,"Всё :3
",3
29,не требовать ее,1
14302,люблю глента,0
15771,Всё,0
14750,все. качество и шоу,3
1731,Быстро ,3
16306,скорость,0
4252,"Замечательный выпуск!
Юлия Мардарьевна , спасибо за рецепт картошечки по деревенски. 
Спасибо, что поддерживаете фонд Слепоглухих!
Была на днях на музыкальном квартирнике, познакомилась с людьми, которые в нем работают. Это замечательные, отзывчивые и доброжелательные люди с огромным сердцем!  Несмотря на то, что там живут люди с ограниченными возможностями, там замечательная , теплая аура создается. ",0
7288,идиотская логика,1
7809,"nice
",0
14034,убрать рекламу детям в 3 года она не нужна,1
6375,Все,0
5354,Останавливается через каждые 8  - 12 секунд. Смотреть невозможно,1
2728,Все отлично ,3
11971,Расположение видео по категориям и конечно же свежие выпуски!! Спасибо Вам!❤️,3
3659,Всё,0
9625,Подключенные устройства постоянно каждый раз заново надо подключать ,1
1520,"Да это было быстро, я пол года не хотел регистрироваться, зря)",3
15354,"Плохой интерфейс, запарился искать...",1
1649,Все,0
8760,Очень крутое приложение,3
2299,Всё ахуйительно,3
10687,"Не могу зайти, оставить комментарий, поставить оценку. Зарегился завно, но регистрация исчезла мгновенно, на следующий день по включению компа.. Восстановить не получается. ГАВНО полное ваш рутуб.. Ну и последнее, зависает часто и надолго. Смотрю исключительно Подоляка и Онуфриенко, которых на Ютубе нет.. В остальном нах вы мне не здались, РУКОЖОПЫ. Займитесь лучше калошами, может хоть это сможете по нормальному, а не как всегда..",1
8123,Незн,2
8404,Нравится всё!!!,3
15989,все,0
1835,Всё понятно и очень доступно!),3
16402,Удобно и легко.,3
15467,все,0
9479,Всё очень сложно,1
9250,видео не открывает,1
4025,быстрота,3
2764,Круто,3
13722,"реклама 
",0
8481,быстро,3
1479,хорошо,3
2734,Оперативность!,0
9941,Всё нравится,3
14068,"рекламу убрать
",1
7261,"Не могу найти то, что нужно . Лезет все подряд.",1
2066,Быстро и просто. Внешне -четко и красиво,3
9680,"где удалить профиль или сменить вход на устройстве? как подтвердить 18+?
",2
9266,"неудобная регистрация,средний размер экрана отсутсвует
",1
13466,"прикольное оформление, очень миленько))",3
9305,Говно ваш сайт,1
6205,Где выпуски звёзд в Африке? Последние три недели?,2
15545,реклама мешает,1
10224,все,0
831,Звук,0
8928,"Хочется понимать сколько просмотров на видео, пригласить на эту платформу каких то блогеров популярных сейчас, не добавляйте реклам как на лорд фильм каждую минуту, добавьте раздел с фильмами, играми, мультиками, молодёжное, политическое, женское дело.",1
2910,оч быстро),3
10173,Некоторые части не показывает,1
13182,"простота
",3
9856,Всё супер. Большое спасибо.,3
16244,Долго загружаеться видео на сайт,1
3291,все,0
6781,Хотя бы фильм загрузить,1
3283,навигация,0
4091,Гениально! быстро удобно.,3
13341,Ужааасно,1
13042,"Прекратить придираться не по делу к роликам! Ютьюб пропускает, а Вы нет! Как такое может быть? Вы российский ресурс или проамериканский?",1
4428,быстро,3
6127,"не знаю как что делать....
",2
6692,поиск,0
7786,•_•,0
11474,Отличная отечественная платформа!,3
16055, повысить число синхронно загружаемых видео с 5 до 15,1
14975,глупо,1
3788,Простота,3
9443,Не могу найти свой айди,1
5035,очень много рекламы,1
2981,Всë круто,3
323,В телевизоре код 6 цифровый !Хочу скачять на smart tv !,2
5481,все время я должен подтверждать свой вход.,1
3135,быстрота,3
622,"Оставьте как есть
",2
3619,Отлично!!!,3
5659,ВАВЫАППА,0
10455,убрать реламу уже надоело,1
13111,Безграничные перспективы рутуба. если он их не упустит .,3
12714,"Мало рекламы


",3
13683,простота приготовления и вкус,3
3345,Можно передавать свои личные данные третьим лицам.,2
8156,Куча триллеров а не фильмов,1
7519,При заходе на сайт выдает ошибку причем постоянно ,1
2274,Спасибо..Бысьро и удобно,3
7752,"Не надо 7 минутные видео, надо сразу весь выпуск и показывать по рейтингу (просмотры)",1
6880,"Сервис - говно полное, навигации никакой, все виснет. ",1
16313,доступность,0
6310,все,0
9323,нахуй все,1
6834,"Поиск по ключевым словам. То что на ютубе вылезает сразу, здесь в ленте отсутствует совсем",1
11686,Все,0
5737,"Гавно

",1
4509,Быстро,3
11982,sex,0
10640,Гано ебана,1
2565,Пожалуйста,0
13519,готовимся к блокировке ютуба в РФ,2
1304,👍🏻,3
14222,все хорошо,3
5591,Добавить фильм,1
14619,всё,0
4168,Топ,3
5429,Много рекламы ,1
15440,неудобный поиск,1
64,Не открывается ваш канал,1
8764,патриотизм,0
10699,1. Перемотка в начало стрима. 2. Изменение скорости просмотра стрима. 3. Лента рекомендаций на основе интереса зрителя.,1
15852,отслеживание в реальном времени,2
7412,мою любимою программу удалили!!!,1
11541,люблю Рутуб,3
1046,Легко и быстро,3
2488,),0
5751,"на телевизоре самсунг приложение не работает
",1
13006,Пока не могу сказать,2
14829,Отлично. Главное Влад. ,3
4732,Быстрая регистрация,3
6941,"поиск из рук вон плохо работает : ищу Суперстар, 4 сезон, 2 выпуск выдает 3 и 1 выпуски - как это работает?",1
5236,Формат,0
6906,Активация телевизора. Как? Не понятно. Для этого необходимо стать it- специалистом?,1
4260,Быстро и просто,3
3578,Топ,3
11519,Нет рекламы,3
12643,все,0
447,ok,2
13113,апр,0
14440,отсутсвие рекламы,3
5423,Надоели рекламы,1
7880,Пока только осваиваю Вашу площадку. ,2
2530,"Можно регистрироваться без разрешения присылать рекламу, скорость регистрации. Спасибо! ",2
9991,"убрать рекламу, которая прерывает ролик когда хочет. Еще и по 2-3 рекламы на 15 минутный ролик.",1
11013,Добавить очередь просмотра,1
15248,"сложно ориентироваться, не удобно : Ищенко и Хазина не смог послушать на вашем сайте...",1
5403,Шняга,1
8902,"exellent
",0
12845,Не блокировать видео которое не несёт вред для общетства России,2
12820,"Классно, что фильмы и сериалы в открытом доступе и хорошем качестве!",3
14455,Все,0
2192,")(
",0
939,всё хорошо,3
14420,все,0
13623,Рецепты простые,3
15781,"Rutube не хуже Youtube,даже лучше.Наше,родное.",3
13852,не интересно,1
14866,импровизация,0
4308,Хорошое видио,3
7484,Потому что нашел не то что искали ,1
7001,Тоже само что и на Ютубе сдесь не чего нет !!!!!!,1
10822,камси,0
10582,Убрать рекламу,1
16498,сервис,0
7732,"Очень хочется надеяться, что наконец-то здесь появились русские рок группы. Но это конечно с осторожностью.",2
4102,скорость,0
13834,Дохрена рекламы,1
13599,Все понравилось.,3
8660,"facilità di utilizzo
",0
912,Всё хорошо ,3
16573,👍,3
15942,Всё,0
15202,Последние дни история просмотра сохраняется неверно,1
15768,"было бы неплохо, если бы можно было отслеживать показатели в реальном времени, сразу же день в день и по часам, а так всё классно",2
16382,Быстро загрузилось! Но уведомление на почту еще не пришло!,3
1993,нормально,2
3607,Быстро.,3
10786,Загрузку видео,2
4472,Все ок,2
8350,Супер фильмы,3
16336,"Быстро)
Можно делать любую обложку даже стопкадр",3
490,Скорость загрузки ,2
5921,скорость загрузки видео,2
11093,"Можно улучшить поисковик, не всегда выходит то что пишешь причем буквально.
",1
15625,l,0
3443,Все хорошо,3
7520,Не нашла ,1
9482,"Постоянно вылетает из профиля на телевизорах, видео тормозит, интерфейс неудобный. Наши Криворучко даже Ютуб просто скопировать не сумели... ",1
4477,!!!,0
15182,"нет плэй листов 
",1
15877,Для всех каналов просмотр показателей просмотра,2
4116,всё,0
11921,Спасибо ,3
849,ok,2
7967,просто,3
13067,Наше,3
3248,Просто и без заморочек,3
2024,The simplicity ,0
13168,очень классное качество трансляций ,3
14193,"Да, ведь все начинается в уме а не на Земле. Дипломатичность обоих . ",0
11639,"Смотреть любимые передачи на рутубе, одно удовольствие!))",3
3220,все быстро,3
11418,доступность,0
13154,Крутой сервис,3
11518,"Хорошее качество, бесплатный просмотр ",3
5026,Супер,3
13805,фигня,1
10085,"меньше рекламы
и чтоб видео грузилось не 5 минут как например сейчас",1
12479,свободный доступ к трансляциям,2
7616,Понимание контекста и сути запроса ,2
9829,Всё,0
6230,гавно,1
16159,Долго долго долго ,1
7907,Показывать канал ,2
12288,Всё ,0
1384,Все прекрасно,3
9404,не могу в течении нескольких месяцев зарегистрировать почту mitrofanov.m.v@rambler.ru,1
14269,помощь людям,0
16327,скорость хорошая,3
6011,Твоя мать шлюха ,0
6316,поиск,0
347,работать надо,1
506,-,0
15720,"режим онлайн просмотров, ленту shorts разделить, подробнее статистику по городам",2
2653,Быстро,3
10848,мобильное приложение ужасное,1
7572,Не найти новых серий беременна в 16,1
16273,Исключите двойные стандарты.,1
1857,Быстро и легко ,3
13743,Медленно. Видео не играет в Вк.,1
5875,"Почему три
 Акаунта Елены райтман",2
6954,Немного не понятно ,2
10955,Убрать,1
2506,Процессом?...раз и всё готово!,2
2281,"Быстро, просто",3
121,не включается ни одно видео,1
2469,легко и просто,3
9688,Вход с смарт тв,2
15540,загрузка видео до 10 Гб,2
1291,Упростить,1
12142,Ищенко и Саша из Флориды,0
8269,Аа,0
5620,-,0
2206,Я тобой служил  в Борзе,0
2973,Оперативность. Отсутствие волокиты. ,3
16142,"Просто, быстро! Без проблем",3
36,Логин и пароль это целая история,1
7353,"Ничего не нашел по поиску, хотя по прямой ссылке видео есть!
",1
2143,Быстро,3
2089,👍 ,3
9085,"Шарадм
",0
840,"Спасибо, всё нормально",3
4783,I am very happy ,0
8140,"Медленно, очень медленно ищет вечером",1
9183,"Вчера весь день пытался залить видео на ютуб, после загрузки баговалось и не обрабатывалась, сейчас вроде норм.",1
3936,Все понятно,3
9689,"В поисковике если что-то ищешь, то он не находит.",1
10791,ужасно много рекламы. тормозит видео без причины. прямые эфиры зависают,1
10619,заебали своими всплывающими окнами и навязчивостью. хуже пидоров из яндекса,1
12998,ВСЕ! как у Ютуба.,1
8118,Да все нормуль!,2
4187,Все,0
8166,поиск,0
758,Благодарю специалистов Роспотребнадзора,0
301,Не загружается видео. ,1
2725,Скорость,0
14245,Som spokojný.,0
15943,все понятно,3
6995,"не могу зайти на сайт, постоянно пишет что что-то пошло не так
",1
13307,ja est mui degracieous. Meloni eta ne bonum,0
6932,Не всё прогружается ,1
2207,Ни каких проблем,3
14641,Проще простого.,3
13013,Все любят шортсы ..улучшать много чего можно ) ,1
861,не пойму как грибочки скачать,1
8383,УДОБНО.БЫСТРО.,3
14793,!!!!,0
1455,Норм,2
50,lkz xtuj pyfnm vtcnjgjkj;tybt&,0
12990,"возможность прописывать теги, внедрить рекомендации пользователям, улучшить поиск видео",2
3454,Удобно,3
12102,Всё,0
2599,Быстро ,3
6210,все тупит и тормозит. убогий сайт,1
14372,щщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщщ,0
4040,Легко!,3
7091,Все нахуй!,1
8796,все хорошо,3
6497,поиском,0
4999,50 на 50,0
14260,"организация сайта
",2
2165,nice,0
7935,Мне все нравиться. Проблем с сайтом нету.,3
13939,Реклама ,0
12081,Битва экстрасенсов ,0
9229,пока все гуд! обязательно нужно добавить возможность для добавления в конце ролика на экран окон со ссылками на ролик который автор сам рекомендует к просмотру,1
3458,Спастбо,3
5153,"Песня должна содержать весь текст, а не выборочные моменты.",0
10136,"Основную страницу. В ютубе, по сути, есть только ""Для Вас"", которое можно пролистывать, покуда не найдешь контент, который заинтересует. Может, что-то новое для себя, чем не интересовался прежде. У вас же - несколько видео, и дальше уже - только искать самому по конкретным запросам. То есть, заведомо ""старое"".",1
7948,нужны новы выпуски,1
15061,"хуй
",0
16067,(((,0
5377,"I need to enable loop so it can play the video automatically
",0
14561,заговоры старца Агофона.,0
11401,все,0
11422,"понравилось все
",3
12585,Все,0
8323,отлично,3
219,Не плохо ,2
65,Не надо запрашивать разрешения о местоположении устройства.,1
736,5,0
16586,Всё нравится,3
8312,быстрый отклик,3
2996,Отлично! ,3
12125,Всё ,0
10598,виснет,1
14720,100000 балов,3
14445,"Видео грузит нормально сейчас.и то,можно еще лучше сделать скорость плеера.А так молодцы,работайте братья улучшайте.",2
10725,проигрование на пе,0
10055,Добавить бонусы или какие-то интересные штучки ,1
8940,Отлисно,3
11956,Все очень круто,3
5669,Лечение не поможет,0
7121,На запрос выдал всё подряд что может.,1
8241,Стремитесь к лучшему ,2
179,Убрать пекламу,1
3154,скорость,0
7493,"хотела полное видео,но ст только нарезки.
",1
13957,А,0
10480,зависание,1
10234,"Вы задолбали уже своей неожиданно орущей рекламой в тихих по звуку роликах, звук которой невозможно сразу выключить. Вы тупые и алчные, что сами этого не понимаете, черти?",1
15657,лаконичность,3
244,"мне звонили маньяки!!!
",0
13545,"Качество звука, содержание ",2
11711,ВСЕ,0
3325,скорость,0
14869,Графика,0
11784,Очень все хорошо,3
6201,пиратство много,1
4347,Спасибо,3
7664,Нет нового сезона ,1
3540,все,0
12923,"Я физическое лицо и монетезировать не могу, отправлю людей на тот канал где платят. ",1
14786,ВСЁ ❗️❗️❗️,0
3132,Отлично,3
4026,Быстроьа,3
7546,اللغه العربيه ,0
534,Да,0
1013,Норма,2
510,время прихода кода очень длительное,1
3381,Всё,0
5640,"Не работает нормально постоянно сбои зависания. Исправьте не ленитесь.
",1
410,Долго не могла войти,1
10163,"Все
",0
11769,Сериалы и контент тнт,2
600,ничего,2
1403,Всё быстро,3
10959,"медленно, долго, реклама",1
11330,Все,0
9708,Сложно,1
10081,неудобно. ютуб пока удобнее,1
5376,вход,0
10958,"Звук идет картинка зависла , просмотр испорчен",1
6231,черный экран убивает и нечего ненашлось,1
9515,Ужасно,1
1664,"Быстро,качественно,удобно.",3
2108,Очень быстро ,3
6711,все,0
10494,ВСЁ,0
12695,Это намного другой рутуб! Намног улучшилось!,3
4607,скорость,0
10391,много чего,0
10745,уменьшить количество опросов всплывающих окон,1
2529,простота и быстрота,3
8848,"Спасибо! Что понравилось больше всего
",3
5336,Озвучить рецепт Живым Человеком!!! ,2
6664,"Больше контента
",1
8811,Отлично,3
824,НОМЕР ПО КОРОЧЕ,1
1549,"Пока ещё всё непонятно
",2
13970,не знаю что  не нравится норм вроде и кагбы ты только начинаеш у тебя 450 подписчиков поздр,2
15592,ок,2
3713,быстро,3
13871,качество,0
2350,Скорость работы ,2
9945,рекламы меньше,1
11807,Полинтология,0
6833,нету многих видео которые я ищу.,1
5104,Х ,0
4092,Ла,0
12055,"Все
Понравилось ",3
12184,всё,0
11671,Всё ,0
10828,Не зависать,1
10548,1. Модерацию чатов. 2. Исключить возможность регистрации идентичных ников. 3. Блокировать спамеров.,1
1224,Все нормально,2
13036,ключевые фразы и хештеги,2
2430,Оперативность,0
15409,Слишком много раз приходится кликать для перемещения. В Ютубе более оптимизировано. При проигрывании сильно мешает автоматическое начало проигрывание при перемотке.,1
2588,простота,3
2808,Быстро,3
14388,Умненький мальчик. Лучше других брокеров разобрал индикатор яВильямса.,0
6161,"Хочу смотреть телевизор, не могу найти свой канал, прямой эфир",1
2213,Скорость,0
5538,Все,0
1397,Все хорошо ,3
16021,"Нередко происходит сбой при загрузке, пишет произошла ошибка. Обидно, так как не сохраняется исходные данные и приходится заново все поля заполнять(((",1
15777,"аналитика, простота управления",3
5076,Реклама... Просто реклама,1
10054,стабильность работы оставляет желать лучшего,1
692,"Код приходит на почту-его не видно, если регистрируешься через телефон. Можно ли в письме с кодом прикрепить ссылку на подтверждение регистрации?",1
1119,"быстро и легко
",3
6590,показать канал человека которого ищу,2
15285,Всё!,0
6392,все,0
12196,"информация, новости",2
3721,Всё очень быстро,3
14056,"качество трансляции,можно было бы улучшить!!!!!видео часто зависает,а реклама нет!!!",1
7813,"Русские живут в других странах, а приложение скачать не могут",1
3008,простота и скорость,3
11995,минимальная реклама,3
8061,ничего,2
3205,простота и скорость,3
15229,невозможно войти в свой профиль,1
16235,Подключить мне монетизацию,2
12012,"Битва экстрасенсов, экстра такси",0
13301,ЛЕГКОСТЬ  И ДОСТУПНОСТЬ ,3
8769,❤‍🔥,3
10989,Желательно меньше рекламы,1
2393,Быстро,3
3941,Очень быстрая регистрация ,3
3542,четырёх значный код подтверждения,2
4587,"Если бы государство по справедливости платило пособие только достойным родителям, то эти женщины- суперплодовитые, перестали бы рожать. Они приспособленцы и нахлебники, живут на всё готовое. Все им будто бы должны!!! Я работаю с 19 лет и всю жизнь плачу налоги, я не согласна, что налоги уходят на вот таких вот ""особей"". Детей жалко, что дышат там чем попало...",0
7392,Я считаю нужно сделать как в Ютубе. Что бы в поиске можно было написать название канала и тебе выподали все видимо с него.,1
5836,Все. Смотрите как у ютуба и делайте так же.,1
14601,Всё,0
8634,хорошее место для смотрения передач и тд,3
11049,сделать нормальные плей листы,1
12559,Олег,0
15671,нравится,3
1866,Скорость реагирования,2
16087,ускорить модерацию и загрузку видео,1
329,На русском ютубе пропагадна украины!!!! ,1
12116,мужское женское,0
15155,все понравилось,3
9239,КАК НА ДЗЕНЕ,2
910,нормально,2
11942,Все,0
240,Подписаться без лишних регистраций,2
13072,ПЛАТЯТ ЗА ВИДЕО!,2
9994,Все,0
15114,"50% ненужно, как это убрать.",1
7583,Почему не работают каналы Россия 1 и Россия 24?,1
9263,Много интересного и полезного на разную тематику.,3
1774,Быстро!,3
3195,быстрая регистрация,3
6670,Нет того что надо одни огрызки где фильм ????,1
15130,Всё должен быть просто как в Ютубе,1
11257,порой подвисает,1
13485,Видео класс ,3
12227,Все советы нужные,3
2769,Быстрота,3
16415,Скорость и качество обработки,2
12369,все,0
2870,быстро,3
7073,Ни хуя не ищет то что в запросе,1
236,Fff,0
1502,работайте,1
4028,"Быстро,удобно.",3
820,"Й
",0
2557,Все просто!,3
2970,Быстро,3
12590,Умная беседа! Приятные люди!!!,0
10781,"много рекламы, при слабом интернете видео вообще не прогружает, даже в плохом качестве",1
8985,"супер
😱",3
4821,Отлично,3
5976,все,0
9513,Сложно входить в профиль.,1
1377,Лучше регистрация проходила,1
4258,Отлично,3
3398,Top,0
1898,Быстро удобно,3
7553,Пздц,1
12731,"Работать вам еще и работать. Просто всех, кого смотрю, забанили на ютубе.",2
10585,работай хорошо и будет оценка,1
11315,Убрать рекламу,1
3044,Скорость,0
1294,Все хорошо,3
5908,не все серии сериалов,1
15099,Что то не то &#039;(,1
6470,"Современные песни 
",2
11844,"Всегда есть, то что я ищу",3
792,Пока не могу зайти,1
9283,"не грузит
",1
13346,не полностю,0
15816,норм,2
2156,отлично,3
12856,"BEAUCOUP PLUS DE CHOIX 
le site est vide a comparer a youtube. J&#039;aimerais beaucoup que vous soyez la concurrence et en mieux",0
9124,Сделать НОРМАЛЬНЫМИ ТРЕБОВАНИЯ К МОНЕТИЗАЦИИ !!!!!!!! Пиздец блять!,1
711,Хорошо,3
1023,Ok,2
5975,ищет не то,1
9621,уже неделю в чатах ник шанель.,0
2897,спасибо,3
13670,Молодец,3
1066,Я уже зарегистрировался?,2
1656,Ok!,2
5811,"Актуальность, а не два месяца назад!!! ",1
9791,Все понятно ,3
11928,kachestvo,0
13323,Гамно,1
4254,Оперативность,0
16153,"Все можно улучшить. А для начала, чтобы видео больше 10гб поддерживало",1
14950,Good,0
12225,Ура,0
7036,Не загружается видео!!!!,1
16465,Все удобно и быстро,3
7302,😠,1
4992,Нужна сигналицация об ответе на комментарии.,1
16431,скорость загрузки,2
15947,"Хотел найти канал по поиску, по названию и всё не получилось - уделите внимание поиску. Спасибо.",1
15624,все,0
6370,"Не ужовлетворён, возмущён опросником сразу после первого поиска и до того, как толком рассмотрел результаты.",1
8726,ЗБС,3
449,Всё ок!,2
6249,Дебильный,1
5191,Рекламы много,1
3213,+,0
358,"нахуй удалите регистрацию, или денег давайте за неё
",1
11673,"Vse raspredelino uze po zanram,godam...Ocenj bolhoj vibor,ne tolko filjmi no i Blogeri,eda i mnogoe drugoe.",0
4146,Умничка,0
15576,ОБЗОРЫ,0
3833,быстро,3
136,Не реагирует на код,1
7311,"сайт ужас
",1
6355,"НЕ НАДО ПОКАЗЫВАТЬ ТО ,  ЧТО МНЕ НЕ ИНТЕРЕСНО СОВСЕМ ???",1
3507,Рррребята!!! Это нечто!!,3
9046,рутьюб крутой ,3
10623,Вы всё равно моё мнение снова проигнорируете.,1
2075,класс,3
929,Побыстрее,1
4923,"Быстро, понятно",3
4945,Всё ок. ,2
12320,Нету рекламы ,3
5985,Было бы здорово если бы можно всë по порядку листать. По сериям. А то очень много в разнобой. Приходится искать нужную серию. ,1
7850,"Ещё улучшать и улучшать! 
1. Опции поиска почти ни фига не действуют - включаешь ""За последний год"", а Рутюб показывает как угодно - и за год, и за два и больше.
2. Часто в результатах поиска нет многих искомых видео, которые там по смыслу должны присутствовать обязательно, и они появляются, когда заходишь в следующий раз, ещё через раз - опять выборка нерелевантная, в общем, результаты поиска часто неустойчивы, и непонятно, от чего это зависит, если поисковая строка и опции всё время неизменны!",1
14061,все ок.,2
229,А кто это контролирует?,2
652,Звук плохой ,1
13128,Всё,0
8587,Мне нравятся экстрасенсы только не знаю это реально или нет,0
6036,"работу, уведомления",2
3963,все просто,3
12296,Фильмы и передачи ,2
1128,качество,0
11417,Всё,0
2326,Вот этого смотреть точно я люблю,0
6209,"Новости дня , первая  -""год назад"" ,потом ""два"".  А гда ""Сельский час"" из СССР.",1
13836,Убрать рекомендации ,1
7959,Работы много,0
2056,Скорость ,0
10764,"Почему когда я ищу свежие новости, мне в первую очередь предлагают их месячной давности, а то и годовалой! Ещё надо суметь докопаться до свежих. Похоже на сознательный саботаж.",1
5235,"Видео постоянно зависает, звук идёт а картинка останавливается!!! ",1
7896,сразу показывать варианты,1
9920,"Ничего не понятно про модерацию, а уже спрашивают оценку",2
13236,Удобство,3
7057,поиск ужастный,1
8438,"оформление
",0
10673,Все..,0
11878,Во время серии,2
11313,рекламу не вставлять на полуслове,1
7066,"странное это всё
",1
11437,качество,0
13547,"Круто тумка!!!!!!!

",3
12352,"Можно смотреть все каналы, шоу и другое  в rutube.  В прямом эфире  и поже. Спасибо 👍👍👍",3
3561,"Спасибо,все очень быстро!",3
5110,"улучшить список для просмотра, чтобы было удобно добавлять, менять местами и автоматически переключалось",1
13963,говно,1
13221,"НАШЕ
",3
14623,Всё,0
9736,Всё ,0
12119,Руку самый лучший,3
13883,реклама,0
7894,"Давай новые сезоны сразу же, а не в конце списка",1
3308,Очень быстро и без выпрашивания замудреного пароля ,3
3899,Super!,0
8398,тчлирроиоиоилилиллплирдрлбиидпльбл ититит итиооиьти ит итииомоиоитмоиоиоиоиоилмоили иросмтимсоимтиммоиитлтмит  м ьлмь м  иь  л льт и тиапортп тм м  т ст  тсм мс итмм  мсти    п  м  и и м       и  ии тт т    т  ьт  ьлюто юбь  ьтоьть т т  ььб о ттдтщи м ипморортоьирмдмдммдмлилилил дбтьии тшлитю  дмлм   о   мт т      о ь б лиоитдтопи опмшио  щро т щ ио и  тп8мл ь   ииапар вови имимиим сис м ити     и м м    т и    и ит   т ь    ь т  т  ь ь ььбтльтм ти        а згщъ8зхлъщ,0
13643,Рецепт ,3
9602,Код для подтверждения почты идет очень долго и сразу - неправильный. Лучше пришлите ссылку для активации.,1
5761,все,0
3743,быстрота,3
5077,супер,3
1257,Смс оповещение ,2
12982,"Нужно сделать такой же функционал, как на Ютюб.

1. Для начала можно добавить простые нужные функции, типа такой, чтобы автор мог сам указывать, в каком порядке будут ролики в плейлистах. Где-то уместно ставить в хронологическом порядке от самого раннего к позднему, где-то наоборот. А где-то я хочу сделать порядок произвольным. Это важно, если я делаю плейлист, который предполагает последовательность просмотра.

2. Модерация роликов не понятная, у меня был спор с поддержкой, где мне не смогли объяснить позицию по заблокированному ролику чётко. Если не давить на поддержку, оператор просто скажет, что-то типа ""мы так решили, и это не обсуждается, а если не нравится, иди читай правила"". И правила эти не дают полного разъяснения, что даёт менеджерам возможность трактовать их не однозначно. Я не хочу хоронить кучу работы по созданию контента под субъективным мнением оператора. Правила должны быть чёткими, а поддержка более быстрой, дружелюбной и понятной.",1
9650,Постоянно приходится авторизовываться на смарт тв,1
1035,Всё хорошо!,3
6129,Не нашел что искал,1
7227,"начните с сортировки ответов на запрос, фильтры это не то
",1
7933,Нормально ,2
11967,Канал это наш достоверный иныорматор,3
6028,меню канала,2
9812,Все просто и понятно,3
6441,Нельзя найти то что нужно ,1
15272,всё,0
